20,40,60,zip,total,0,80
1065,13,0,29634,5133,4055,0
130,387,528,29635,1243,151,47
705,905,719,29638,3143,695,119
620,249,327,29639,1807,563,48
6908,9136,6020,29640,30180,7279,837
7521,9020,6456,29642,32522,8358,1167
389,547,815,29643,2262,381,130
5211,5548,3516,29644,20138,5319,544
2353,3055,1642,29645,9684,2460,174
6918,6750,4518,29646,28633,8904,1543
7031,6433,5424,29649,25630,5724,1018
8182,10572,5967,29650,35479,9699,1059
11869,12722,8426,29651,46727,12027,1683
1060,1432,994,29653,4795,1151,158
1960,2595,2130,29654,9378,2268,425
1585,1883,1520,29655,7164,1814,362
3983,4031,2658,29657,15415,4084,659
57,203,49,29658,429,101,19
8,24,21,29659,72,16,3
1245,1646,1218,29661,5797,1498,190
4587,4196,2715,29662,15774,3762,514
473,615,649,29664,2197,317,143
96,20,21,29665,137,0,0
1245,2159,1480,29666,6439,1304,251
65,47,78,29667,251,51,10
3209,3246,2473,29669,12521,3239,354
2689,2203,1820,29670,9294,2308,274
3748,5183,3999,29671,17760,4195,635
2584,2768,3983,29672,12305,2137,833
7585,7734,5010,29673,29115,8033,753
516,1294,2553,29676,5287,522,402
5832,4968,4204,29678,21983,5758,1221
8186,9380,4494,29680,30682,8187,435
12029,17145,8806,29681,55917,16551,1386
700,1185,644,29682,3496,847,120
26,73,18,29683,153,36,0
1003,1053,858,29684,4064,1104,46
221,558,583,29685,1737,308,67
91,275,275,29686,833,183,9
10400,11816,7566,29687,41462,10305,1375
557,1438,990,29689,4177,976,216
5834,5715,4695,29690,22716,5715,757
2940,2580,2279,29691,11179,3016,364
1359,1156,1083,29692,4963,1146,219
3013,4451,3132,29693,14234,3196,442
1216,1338,1128,29696,5144,1315,147
2877,3770,2276,29697,12668,3452,293
2555,2567,1681,29702,9554,2440,311
728,1353,656,29704,3903,1019,147
4350,5129,4004,29706,18664,4337,844
5686,5961,7689,29707,26251,6126,789
6636,10165,4536,29708,32112,10279,496
1507,1906,1335,29709,6486,1505,233
7981,10116,6333,29710,34641,9369,842
429,743,366,29712,2246,635,73
643,976,588,29714,3005,739,59
6892,9388,4361,29715,30370,9231,498
269,307,301,29717,1274,335,62
911,1110,963,29718,4117,1021,112
11062,12832,9205,29720,46908,11726,2083
13,0,10,29724,48,23,2
296,532,306,29726,1470,285,51
400,452,381,29727,1631,392,6
2712,3032,1507,29728,10193,2621,321
552,574,410,29729,2174,525,113
16121,14602,9031,29730,55272,14444,1074
15728,14338,10844,29732,56960,13643,2407
566,5,0,29733,1859,1288,0
326,785,551,29741,2207,392,153
486,939,479,29742,2483,502,77
239,368,216,29743,1086,237,26
7079,8959,5390,29745,30464,8194,842
7071,6108,5647,29801,27434,7119,1489
7404,9907,10614,29803,38327,8421,1981
1359,1769,1415,29805,5952,1210,199
696,615,462,29809,2601,673,155
1049,1150,1015,29810,4415,1044,157
2698,2939,2184,29812,11297,3085,391
359,250,206,29816,1154,303,36
937,1269,932,29817,4402,1128,136
429,500,281,29819,1671,360,101
382,321,358,29821,1514,432,21
2216,2616,1730,29824,8219,1280,377
55,38,31,29826,159,35,0
1445,1009,689,29827,4153,825,185
75,185,206,29828,650,151,33
3702,3240,1531,29829,12303,3597,233
1099,1249,773,29831,4181,900,160
1273,1653,1091,29832,5734,1572,145
338,497,166,29834,1419,315,103
1260,1173,2686,29835,6434,810,505
10,198,234,29836,564,70,52
44,178,127,29838,427,47,31
96,44,113,29840,298,38,7
8258,9037,5852,29841,32711,8232,1332
1484,2191,1371,29842,7293,1895,352
239,359,261,29843,1375,385,131
21,70,59,29844,169,17,2
112,246,222,29845,842,202,60
1413,1343,897,29847,4957,1172,132
84,270,150,29848,678,171,3
89,79,30,29849,381,178,5
28,0,120,29850,210,62,0
2019,2036,1251,29851,7573,1846,421
1356,2058,1055,29853,6584,1763,352
658,758,462,29856,2809,813,118
3825,4536,3298,29860,15612,3569,384
539,488,132,29899,1159,0,0
4215,3577,3665,29902,16327,4183,687
371,3,0,29904,632,258,0
1642,29,0,29905,3212,1541,0
8290,4757,2913,29906,24381,8032,389
3608,3377,2796,29907,14103,3773,549
1824,1975,11139,29909,18423,1435,2050
10575,10653,7004,29910,39256,10110,914
426,366,317,29911,1633,482,42
0,0,0,29912,0,0,0
48,25,277,29915,410,28,32
204,515,369,29916,1398,288,22
1859,1740,1099,29918,6301,1426,177
2209,2830,3370,29920,11104,2085,610
35,44,53,29921,191,35,24
156,100,123,29922,544,142,23
115,108,108,29923,487,144,12
954,843,976,29924,3885,899,213
3956,6942,8110,29926,25407,4586,1813
2709,2255,1492,29927,9445,2729,260
2476,3785,6998,29928,16946,1861,1826
252,382,232,29929,1104,203,35
60,63,16,29932,289,146,4
64,251,235,29934,755,171,34
1534,766,792,29935,3766,629,45
4451,3357,2588,29936,14327,3477,454
52,106,72,29939,304,59,15
920,1209,843,29940,4267,1157,138
82,117,200,29941,528,84,45
36,88,170,29943,314,20,0
938,1276,814,29944,4159,988,143
1244,1547,1075,29945,5488,1394,228
1411,1811,1100,30002,5669,1204,143
14847,21229,6580,30004,63135,19563,916
8902,13986,3890,30005,40488,13083,627
11801,6932,3282,30008,33276,10592,669
3589,4155,2744,30009,15585,3976,1121
4429,4677,1765,30011,15766,4685,210
7310,6350,3796,30012,26919,8597,866
7755,7873,4411,30013,27354,6911,404
9305,9927,5858,30014,37359,11294,975
15056,14560,6758,30016,54131,16627,1130
5299,7233,3992,30017,23949,7018,407
9926,15382,5771,30019,47421,15797,545
8408,5351,1980,30021,23978,8034,205
16179,22643,9160,30022,68690,19793,915
15065,25518,8523,30024,74804,24929,769
2017,2656,2067,30025,9318,2226,352
5453,7336,3345,30028,24437,7681,622
7247,7467,3895,30030,28170,8470,1091
15074,13761,8242,30032,49896,11626,1193
10712,8745,4553,30033,31782,6417,1355
12383,11713,8661,30034,45229,11431,1041
6671,6107,3258,30035,22764,6347,381
12166,10302,4738,30038,39424,11614,604
10713,13995,5539,30039,45593,14289,1057
15627,19517,9110,30040,66783,20968,1561
12489,21268,9236,30041,64110,19566,1551
24292,26853,11362,30043,88588,24671,1410
26287,24041,9065,30044,89143,28329,1421
9213,11913,3743,30045,38337,13093,375
10636,9542,5536,30046,36985,10208,1063
16182,19244,10846,30047,66876,19159,1445
15659,17571,9345,30052,63211,19072,1564
2336,3058,2533,30054,11360,3027,406
501,835,591,30055,3057,990,140
530,649,646,30056,2534,658,51
14322,17843,6595,30058,56428,16860,808
12725,9139,4594,30060,39255,12038,759
14340,20371,11914,30062,67238,18890,1723
10701,13178,9345,30064,47889,12814,1851
12873,16496,9934,30066,54126,13561,1262
16883,12021,5476,30067,46888,11579,929
5146,10609,6550,30068,32006,8572,1129
160,158,13,30070,476,123,22
8231,6107,2069,30071,24943,8429,107
119,281,139,30072,630,89,2
10677,17278,9420,30075,53200,14205,1620
12978,12226,6591,30076,45847,12874,1178
8533,10213,5735,30078,34871,9518,872
901,686,440,30079,2675,600,48
22306,13665,5892,30080,54829,12227,739
8103,8356,3564,30082,28529,7679,827
17613,15554,6923,30083,57851,16563,1198
9589,11611,6060,30084,37332,8656,1416
8674,11306,7791,30087,38496,9501,1224
8317,7555,5157,30088,28857,7233,595
11060,10006,4766,30092,35572,9175,565
22777,11759,3058,30093,55826,17968,264
7295,10085,6472,30094,33605,9109,644
21046,19217,8228,30096,68241,18664,1086
9266,16240,6695,30097,46546,13479,866
13613,18333,7602,30101,58333,17718,1067
11580,12004,5751,30102,40556,10709,512
4176,4485,2492,30103,15830,4349,328
1149,1252,870,30104,4232,803,158
363,547,502,30105,1819,280,127
5924,6710,2683,30106,22375,6168,890
2834,4416,2657,30107,14536,4239,390
1836,2273,1571,30108,7665,1731,254
3133,3566,2300,30110,12969,3534,436
1412,1754,1297,30113,6556,1752,341
13075,15322,8541,30114,53695,15373,1384
8464,11960,6288,30115,38950,11580,658
6256,6959,3657,30116,23588,6205,511
11813,7809,5013,30117,36298,10537,1126
770,0,0,30118,2285,1515,0
10811,11000,5790,30120,40598,12004,993
6809,6628,3436,30121,23795,6418,504
7969,7702,2582,30122,26410,7761,396
511,883,641,30124,3001,823,143
6024,6283,4416,30125,24536,7031,782
10775,12328,4959,30126,39788,10927,799
14009,22483,8700,30127,65854,19261,1401
9862,10937,5101,30132,38405,11507,998
10641,12558,6039,30134,43474,13651,585
16128,19532,9575,30135,65106,18468,1403
371,503,328,30137,1835,569,64
1090,1139,691,30139,4095,1000,175
6244,6995,3508,30141,23259,5995,517
4479,6500,6056,30143,22397,4428,934
19571,13890,6056,30144,55573,15249,807
1376,2305,1674,30145,7223,1654,214
1080,1297,772,30147,4315,1052,114
114,245,37,30148,579,183,0
989,12,33,30149,1876,842,0
11715,12796,5709,30152,43653,12452,981
4975,4339,2727,30153,18176,5690,445
13553,14403,5724,30157,48747,14159,908
8628,9109,6503,30161,34636,8620,1776
0,0,0,30164,0,0,0
10621,10636,6643,30165,41374,11958,1516
8604,6579,2268,30168,26307,8462,394
630,730,568,30170,2766,736,102
799,1099,731,30171,3359,647,83
1073,1923,1097,30173,5755,1524,138
1237,1498,1335,30175,5485,1304,111
1191,2038,1421,30176,6657,1877,130
258,319,79,30177,936,244,36
800,825,497,30178,2789,597,70
5072,5126,2650,30179,17495,4470,177
9539,9912,5529,30180,36823,11046,797
420,895,489,30182,2290,387,99
1208,1944,860,30183,5583,1424,147
1482,2122,1349,30184,6663,1530,180
909,1309,723,30185,4226,1195,90
1694,2545,1351,30187,8174,2384,200
16173,17267,10100,30188,61885,17022,1323
8756,12062,5309,30189,37078,10267,684
3026,3135,2304,30204,12714,3659,590
429,1062,642,30205,3041,785,123
777,1120,629,30206,3568,957,85
9640,7771,3892,30213,31239,9359,577
5817,8970,6400,30214,28774,6327,1260
7037,11612,6535,30215,36354,10288,882
663,574,402,30216,2448,741,68
2163,2626,1871,30217,9594,2543,391
210,430,473,30218,1433,267,53
1596,1487,629,30220,5266,1450,104
985,1042,709,30222,3824,857,231
9222,9468,7556,30223,36737,9250,1241
6109,5954,4600,30224,24140,6531,946
10860,11093,5256,30228,40782,12965,608
2168,2697,1753,30230,9305,2451,236
6260,6606,4504,30233,22839,4735,734
422,500,263,30234,1890,667,38
13663,12284,6455,30236,47188,13923,863
9983,10001,4554,30238,38173,12958,677
7844,7557,5008,30240,30220,8887,924
7066,6573,3220,30241,24199,6592,748
6189,7099,3014,30248,24744,8183,259
497,207,10,30250,853,139,0
591,752,402,30251,2240,477,18
9647,13416,6545,30252,44728,14247,873
14872,15222,6562,30253,53647,15875,1116
485,924,309,30256,2540,780,42
1269,1237,892,30257,4740,1237,105
705,664,521,30258,2542,578,74
497,886,680,30259,2653,522,68
8651,6903,3366,30260,26395,6919,556
15315,15385,8969,30263,57226,15927,1630
8099,10286,5721,30265,34766,9997,663
2333,2889,1859,30268,10425,3105,239
6736,10911,6791,30269,35760,10076,1246
3597,4553,1882,30273,14730,4570,128
11046,9207,4329,30274,35558,10694,282
0,0,0,30275,0,0,0
3775,4301,2515,30276,14763,3995,177
4584,7832,3310,30277,22262,6063,473
17807,20679,9358,30281,69320,19845,1631
23,31,10,30284,90,26,0
106,163,111,30285,541,161,0
5524,6193,4314,30286,22739,5668,1040
2016,2777,1725,30288,9467,2787,162
2,4,24,30289,38,1,7
1903,2516,1822,30290,8801,2402,158
5867,5014,2689,30291,21121,6803,748
1439,1725,1066,30292,6332,1863,239
728,836,746,30293,3138,673,155
11116,12342,5899,30294,40932,11201,374
1105,1298,564,30295,4225,1129,129
7717,7494,4202,30296,28467,8605,449
8598,6790,2859,30297,28105,9240,618
3294,1380,317,30303,6714,1723,0
8984,5846,3968,30305,23842,4193,851
8866,7012,2767,30306,23299,4358,296
7212,5721,2591,30307,19781,3998,259
9847,4120,1664,30308,17559,1679,249
11358,6532,2500,30309,23458,2839,229
9088,7756,4514,30310,30547,8338,851
9440,9446,6457,30311,36308,9681,1284
9581,5129,3003,30312,21731,3729,289
5710,1471,330,30313,11379,3863,5
8900,4543,3047,30314,25142,8059,593
11179,8639,4332,30315,34973,9895,928
13056,8618,4776,30316,33286,6219,617
4721,3767,1718,30317,13936,3330,400
22191,10077,6669,30318,49788,9709,1142
15033,9965,5832,30319,40602,7833,1939
1299,0,10,30322,2843,1534,0
12714,6251,3433,30324,26521,3522,601
2549,1596,575,30326,5652,531,401
3584,7404,5038,30327,23333,6067,1240
12447,9187,5869,30328,36590,7472,1615
12086,5924,2225,30329,28410,7262,913
18485,15983,10323,30331,64652,18022,1839
1635,0,0,30332,3165,1530,0
0,0,0,30334,0,0,0
150,113,34,30336,393,96,0
3796,3661,1792,30337,13781,4350,182
9003,8887,6064,30338,34560,9273,1333
10877,5110,3236,30339,22163,2516,424
9452,6667,3061,30340,28834,9029,625
12435,7402,3496,30341,32680,8587,760
9608,7820,3425,30342,29218,7905,460
10373,8488,5182,30344,33127,8356,728
8699,6561,3419,30345,25831,6469,683
2899,1630,202,30346,5363,602,30
21842,19909,7870,30349,73310,22932,757
14619,9785,4578,30350,38840,8853,1005
5277,3962,2230,30354,16886,5006,411
4318,4769,1715,30360,15997,4938,257
2176,639,159,30363,3165,191,0
3189,3407,2390,30401,13373,3998,389
318,455,282,30410,1581,472,54
1910,1511,506,30411,4713,680,106
26,31,10,30412,84,17,0
301,472,567,30413,2031,631,60
1523,2065,1146,30415,6489,1649,106
2717,2806,1814,30417,10873,3119,417
176,300,190,30420,897,166,65
694,1058,681,30421,3566,1050,83
12,41,50,30423,150,43,4
290,349,213,30425,1172,264,56
201,197,92,30426,742,235,17
3950,2941,2222,30427,12645,3198,334
542,705,721,30428,2765,680,117
29,38,45,30429,190,53,25
1657,1192,911,30434,5414,1496,158
2806,3075,1982,30436,11699,3431,405
10,7,7,30438,27,3,0
2577,2730,2071,30439,10840,3085,377
438,483,342,30441,1746,444,39
1856,2047,1699,30442,7895,2103,190
1210,1078,679,30445,3865,800,98
284,265,219,30446,1198,387,43
6,16,9,30448,41,5,5
48,40,24,30449,174,58,4
478,630,490,30450,2113,413,102
5,8,17,30451,40,10,0
212,358,204,30452,1133,291,68
4099,2705,1255,30453,10404,2166,179
272,241,173,30454,875,189,0
121,127,145,30455,472,67,12
449,666,333,30456,2178,658,72
1488,1547,1098,30457,5806,1237,436
17532,7192,4762,30458,43445,12998,961
642,0,0,30460,1816,1174,0
4094,3737,2094,30461,14105,3940,240
11,15,2,30464,38,10,0
2824,3305,2551,30467,12149,2998,471
99,97,63,30470,340,77,4
1598,1361,1030,30471,5534,1432,113
355,704,516,30473,2241,526,140
4395,4101,3072,30474,17397,5244,585
0,0,0,30475,0,0,0
773,752,545,30477,2821,590,161
8939,6480,3292,30501,28925,8901,1313
7677,5614,3598,30504,25466,7921,656
9842,12662,8549,30506,43738,11238,1447
8663,7786,3520,30507,30441,9796,676
2668,2377,1179,30510,8615,2150,241
1217,753,706,30511,4091,1357,58
3009,5467,6701,30512,20299,3548,1574
2243,2973,3388,30513,11704,2334,766
446,527,422,30516,1851,422,34
3487,3580,2174,30517,13366,3885,240
12577,15506,6078,30518,50519,15338,1020
11314,13989,5341,30519,45736,14563,529
1071,1232,872,30520,4781,1376,230
1057,1394,1427,30521,5271,1279,114
60,241,377,30522,870,164,28
2501,3327,3143,30523,12288,2534,783
1360,1923,2108,30525,7105,1349,365
962,1318,897,30527,4527,1121,229
5348,6873,4690,30528,24135,6196,1028
2959,2659,1988,30529,10766,2687,473
1597,1647,1267,30530,6324,1710,103
2327,2672,1922,30531,10510,3242,347
7441,6209,5658,30533,26412,6179,925
6448,7950,6428,30534,28586,7078,682
1994,1762,1743,30535,7884,2023,362
1319,2191,2573,30536,7960,1528,349
284,295,443,30537,1469,349,98
492,796,578,30538,2496,556,74
4393,5196,4499,30540,19608,4717,803
167,438,532,30541,1472,255,80
8895,10694,5992,30542,35973,9756,636
1197,1562,595,30543,4997,1445,198
117,208,223,30545,713,139,26
1028,1604,2453,30546,6670,1020,565
550,967,806,30547,3065,672,70
3337,5213,3953,30548,18202,5209,490
5640,7263,4047,30549,24132,6711,471
417,447,469,30552,1761,383,45
1861,1937,1713,30553,7907,2036,360
2031,1914,1305,30554,7486,1988,248
454,632,500,30555,2312,585,141
1130,1236,1096,30557,4432,844,126
1272,1787,921,30558,5761,1627,154
971,1274,1341,30559,4714,979,149
778,1277,1495,30560,4595,704,341
273,329,292,30562,1257,294,69
1627,1346,1128,30563,5875,1512,262
904,889,549,30564,3114,696,76
1028,1132,1008,30565,4393,1161,64
2314,1898,1422,30566,8126,2320,172
815,889,640,30567,3269,845,80
311,585,511,30568,1921,357,157
541,1087,1538,30571,3701,408,127
128,230,382,30572,1017,185,92
68,96,68,30573,252,20,0
243,197,404,30575,1192,300,48
485,712,655,30576,2331,359,120
5028,6024,4570,30577,22339,5805,912
19,0,0,30581,35,16,0
1287,784,1519,30582,5044,1197,257
10939,4641,2098,30601,23794,5840,276
799,0,0,30602,2669,1870,0
18896,6106,4356,30605,40956,10859,739
15993,9298,6338,30606,42338,9212,1497
3525,2678,1391,30607,11712,3975,143
23,0,0,30609,2195,2172,0
372,365,193,30619,1286,331,25
3502,3369,1831,30620,12891,3889,300
1288,1666,935,30621,5779,1708,182
2645,2953,2255,30622,10666,2364,449
41,96,23,30623,203,43,0
916,970,555,30624,3365,823,101
535,553,725,30625,2311,423,75
522,779,554,30627,2430,515,60
1519,2254,1175,30628,7348,2037,363
1112,1156,952,30629,4617,1198,199
410,620,604,30630,2173,414,125
466,500,422,30631,1881,376,117
2254,2627,1755,30633,8990,2185,169
381,633,588,30634,2097,412,83
3306,3981,3275,30635,14720,3481,677
297,581,592,30641,1986,417,99
2074,2532,4033,30642,11449,2306,504
3875,4059,3795,30643,16244,3609,906
1495,1596,1370,30646,6226,1529,236
641,1009,655,30648,3101,748,48
2334,3074,2874,30650,11616,2979,355
6651,6580,4055,30655,24957,6964,707
3803,4461,2781,30656,15700,4204,451
139,278,225,30660,1019,326,51
2339,2151,1552,30662,8743,2270,431
536,1029,497,30663,2978,781,135
3,17,11,30664,32,1,0
30,23,21,30665,126,52,0
2444,3235,1418,30666,10264,2984,183
273,330,183,30667,1051,213,52
213,416,441,30668,1405,234,101
888,763,676,30669,3360,901,132
1689,2054,1913,30673,7864,1926,282
3938,5879,3230,30677,18786,5254,485
305,424,462,30678,1462,232,39
11551,10852,6452,30680,42196,12405,936
1740,1648,1472,30683,6420,1341,219
11093,9949,6294,30701,40086,11623,1127
8262,9397,5528,30705,33534,9428,919
3919,4052,3323,30707,15335,3470,571
83,35,21,30708,203,64,0
1375,2180,1279,30710,6759,1686,239
855,1052,676,30711,3454,791,80
8103,6800,4185,30720,28480,8434,958
14471,13779,7617,30721,53668,16610,1191
1030,1171,945,30725,4317,1013,158
0,0,0,30726,0,0,0
5485,5641,3885,30728,21103,5324,768
497,416,390,30730,2010,616,91
417,599,596,30731,2293,583,98
431,544,478,30733,2093,579,61
760,1136,807,30734,3807,1009,95
1289,1893,1111,30735,5880,1386,201
10573,12010,8116,30736,43301,11629,973
519,1127,1039,30738,3509,705,119
1411,1721,1219,30739,5821,1357,113
1916,2642,1645,30740,8328,1875,250
6859,7504,6188,30741,29022,7195,1276
2295,1657,1281,30742,7778,2165,380
239,411,168,30746,1133,256,59
3988,4635,3195,30747,15843,3427,598
1338,1001,762,30750,4795,1575,119
0,25,10,30751,52,0,17
2033,2558,1685,30752,8426,1790,360
1697,2063,1100,30753,7028,1984,184
1885,2736,1520,30755,8749,2264,344
95,5,14,30756,180,66,0
554,545,540,30757,2339,493,207
1002,1754,1417,30802,5753,1379,201
238,161,279,30803,1031,312,41
632,792,446,30805,2796,860,66
27,52,14,30807,114,9,12
1011,1345,1021,30808,4736,1258,101
10963,12851,7054,30809,45453,13360,1225
391,556,356,30810,1957,519,135
11,125,80,30812,318,0,102
14179,9668,3974,30813,41337,13054,462
1948,2337,1425,30814,7916,1936,270
11170,11186,6481,30815,40047,10329,881
399,522,376,30816,1839,439,103
1571,2130,1856,30817,7569,1679,333
202,146,93,30818,642,185,16
201,457,217,30820,1272,361,36
113,219,276,30821,693,79,6
139,307,84,30822,643,113,0
431,550,344,30823,1837,457,55
3962,4051,3249,30824,16733,4969,502
1061,996,965,30828,4243,1043,178
3459,3835,2424,30830,14105,4076,311
760,704,723,30833,3187,879,121
4263,3783,3128,30901,16461,4462,825
144,176,131,30903,692,241,0
8475,5738,4191,30904,25616,6241,971
4387,466,10,30905,7754,2888,3
15508,14685,9492,30906,59275,17994,1596
12958,14539,10239,30907,51767,12379,1652
15406,8992,7206,30909,43073,10096,1373
62,38,25,30912,167,42,0
1555,1425,674,31001,4707,835,218
555,782,669,31002,2997,853,138
15,29,34,31003,99,20,1
4613,5260,1870,31005,17524,5347,434
1018,1416,971,31006,4556,1074,77
155,324,278,31007,1019,195,67
4437,5621,3021,31008,18184,4430,675
460,331,354,31009,1422,208,69
209,176,152,31011,764,211,16
970,1147,417,31012,2951,367,50
3255,3368,2468,31014,13444,3812,541
5341,5371,4057,31015,21673,6080,824
500,488,326,31016,1709,341,54
356,456,467,31017,1577,257,41
1028,888,314,31018,2536,286,20
493,571,452,31019,2323,727,80
457,468,509,31020,1811,338,39
7177,6898,5108,31021,27710,7221,1306
456,520,189,31022,1611,429,17
3607,3947,2684,31023,14204,3405,561
4432,5346,5170,31024,20334,4684,702
162,510,155,31025,1021,132,62
2280,2193,1578,31027,9292,2952,289
1695,1466,1271,31028,6137,1458,247
4263,4835,2862,31029,16787,4284,543
5129,4194,2834,31030,17994,5390,447
1585,1350,1234,31031,6217,1779,269
3495,3866,2563,31032,14275,3931,420
548,710,453,31033,2190,479,0
345,387,232,31035,1368,358,46
3421,3620,2500,31036,12457,2464,452
1630,884,685,31037,4438,1018,221
106,170,252,31038,609,72,9
0,0,0,31039,0,0,0
120,226,272,31041,748,93,37
256,537,298,31042,1415,282,42
720,1240,745,31044,3771,901,165
0,9,36,31045,67,22,0
716,945,851,31046,3064,489,63
3349,4055,1711,31047,13530,4120,295
365,436,444,31049,1909,600,64
306,279,197,31050,1003,208,13
42,38,54,31051,188,54,0
1654,2501,2194,31052,8678,2113,216
339,581,319,31054,1677,357,81
2396,2405,1437,31055,8255,1799,218
541,634,442,31057,2318,619,82
176,508,290,31058,1296,226,96
421,728,465,31060,2183,413,156
13203,10885,7376,31061,44209,11338,1407
36,157,169,31062,504,20,122
940,1624,795,31063,5102,1533,210
2121,2748,1767,31064,9250,2339,275
142,442,193,31065,1103,288,38
309,471,311,31066,1548,420,37
27,60,77,31067,217,25,28
1942,1559,810,31068,5243,796,136
5645,5116,3263,31069,20192,5488,680
212,293,105,31070,900,215,75
247,272,202,31071,1157,357,79
310,401,315,31072,1337,257,54
618,803,553,31075,2832,800,58
699,844,681,31076,3244,863,157
288,429,353,31077,1455,290,95
666,843,630,31078,3014,782,93
511,526,413,31079,2200,674,76
80,27,26,31081,231,98,0
2176,2680,1817,31082,9583,2432,478
70,160,34,31083,361,86,11
0,4,9,31084,22,0,9
276,344,211,31085,1209,349,29
2608,2271,2091,31087,8760,1332,458
15594,13055,8056,31088,51994,14142,1147
1134,1367,885,31089,4974,1440,148
166,193,196,31090,853,206,92
1324,1366,953,31091,4609,809,157
1484,2112,1576,31092,7229,1749,308
8536,7778,4516,31093,30510,8836,844
263,404,250,31094,1222,296,9
1847,2136,1225,31096,6752,1181,363
370,397,298,31097,1522,413,44
1621,435,45,31098,3342,1232,9
3079,1810,1274,31201,8107,1728,216
7599,7331,5785,31204,29822,7772,1335
7903,5979,3292,31206,27122,9392,556
430,0,8,31207,1082,644,0
8611,8957,5980,31210,34216,9018,1650
4079,3789,3218,31211,16278,4534,658
0,0,0,31213,0,0,0
3780,4968,3090,31216,16391,3858,695
4456,4354,3064,31217,17558,4994,690
3510,3859,2778,31220,13950,3427,376
1346,1190,387,31301,4217,1266,28
2281,2449,1584,31302,8351,1934,103
716,710,393,31303,2543,679,45
0,0,0,31304,0,0,0
1440,1902,1662,31305,6942,1742,196
230,411,119,31307,1091,294,37
1764,2011,1398,31308,7353,2017,163
133,149,197,31309,671,183,9
4493,5784,2558,31312,18454,5419,200
14380,9292,4321,31313,40890,12463,434
1396,0,0,31314,1575,179,0
3855,540,9,31315,8234,3830,0
4287,2875,1486,31316,12533,3570,315
263,154,165,31318,647,27,38
2065,2051,1577,31320,8032,2009,330
1847,1645,1185,31321,7124,2259,188
6472,8210,3140,31322,25112,6904,386
234,266,340,31323,1203,280,83
6690,6961,2798,31324,24643,7780,414
5409,5467,2687,31326,20317,6421,333
0,0,203,31327,203,0,0
434,1164,1075,31328,3550,757,120
2625,2401,1317,31329,9451,2839,269
1313,2225,2034,31331,6891,964,355
8537,3248,2801,31401,20172,5128,458
11014,6943,4831,31404,31594,7867,939
11627,9593,6210,31405,37466,8697,1339
10689,7950,6208,31406,35739,9097,1795
5349,2531,1372,31407,13057,3682,123
4177,2438,1386,31408,10947,2677,269
512,20,0,31409,642,110,0
5467,7087,5026,31410,24363,5756,1027
600,1741,3963,31411,8328,958,1066
3551,2704,2230,31415,12680,3748,447
19964,13266,7409,31419,58018,15824,1555
4038,3935,2703,31501,14931,3435,820
5041,5417,3763,31503,20748,5703,824
2592,2763,1719,31510,10325,2925,326
446,606,432,31512,1963,450,29
3802,4302,3029,31513,16462,4716,613
3385,3872,2838,31516,14328,3771,462
171,174,165,31518,747,220,17
687,1039,660,31519,3179,675,118
5874,5786,4204,31520,22950,6108,978
2499,4186,5451,31522,16201,2846,1219
3214,4190,2565,31523,13802,3516,317
0,0,0,31524,0,0,0
8251,7840,4523,31525,29614,8212,788
44,37,397,31527,589,0,111
144,206,158,31532,681,150,23
3951,4210,2880,31533,16629,5036,552
3668,2747,1763,31535,12351,3953,220
2627,3684,1544,31537,10787,2451,481
3488,3446,2667,31539,14570,4559,410
715,799,478,31542,2750,720,38
907,1286,691,31543,4247,1225,138
209,131,201,31544,741,120,80
4224,3970,2765,31545,16474,5047,468
1941,2612,1523,31546,8020,1759,185
981,21,0,31547,1438,436,0
6637,5190,2574,31548,20613,5885,327
298,815,636,31549,2393,499,145
197,216,114,31550,759,232,0
352,374,168,31551,1257,343,20
292,231,129,31552,881,219,10
1298,1637,894,31553,4963,979,155
2759,2635,1084,31554,8313,1729,106
645,860,521,31555,2801,713,62
7,21,9,31556,64,23,4
706,668,662,31557,2994,840,118
6814,5095,2983,31558,21217,5952,373
598,680,533,31560,2431,496,124
0,54,49,31561,268,117,48
685,723,334,31562,2447,583,122
282,325,289,31563,1233,299,38
323,729,395,31565,1945,435,63
822,1229,646,31566,4307,1466,144
181,149,267,31567,767,96,74
158,182,293,31568,846,104,109
1593,1459,1220,31569,5922,1492,158
10770,7400,4568,31601,33607,10150,719
14095,7364,4499,31602,35141,8125,1058
7307,5144,2229,31605,21818,6749,389
1419,897,664,31606,4115,1037,98
2743,2795,1781,31620,10623,2927,377
524,465,402,31622,2004,495,118
27,20,27,31623,95,18,3
318,373,254,31624,1396,438,13
388,289,381,31625,1432,323,51
736,902,741,31626,3176,681,116
48,87,59,31627,256,53,9
82,217,150,31629,642,159,34
149,140,33,31630,574,235,17
60,119,135,31631,430,110,6
3356,3039,1849,31632,12469,3706,519
1325,1453,1148,31634,5668,1592,150
1743,1427,1048,31635,6224,1895,111
2550,2460,1694,31636,10011,2971,336
784,952,532,31637,3165,833,64
250,383,337,31638,1227,227,30
2246,2866,2224,31639,10276,2420,520
448,676,435,31641,1996,390,47
1189,1391,644,31642,4905,1612,69
1447,2406,1762,31643,8539,2422,502
1824,1247,652,31645,5531,1657,151
1039,850,610,31647,3880,1268,113
220,272,152,31648,953,289,20
236,308,206,31649,1028,235,43
1035,963,515,31650,3596,1003,80
227,4,0,31698,742,511,0
532,0,0,31699,617,85,0
