20,40,60,zip,total,0,80
11114,9477,5967,50317,37963,10177,1228
0,0,0,50319,0,0,0
6527,5622,2483,50320,22063,7008,423
2735,1887,1497,50321,9320,3042,159
8237,8218,5551,50322,31016,7856,1154
2753,4205,1640,50323,13634,4813,223
1346,1221,1024,50324,4990,1123,276
3619,4895,2718,50325,16889,4897,760
2781,2868,2370,50327,11281,2955,307
6667,7904,5708,50401,29040,6860,1901
85,74,112,50420,385,105,9
687,746,776,50421,3290,829,252
508,769,495,50423,2717,618,327
241,369,401,50424,1438,283,144
17,16,8,50426,50,7,2
1817,2491,2446,50428,9498,2072,672
99,144,140,50430,459,50,26
28,85,35,50431,213,64,1
56,55,71,50432,235,46,7
25,85,32,50433,208,41,25
88,122,87,50434,402,89,16
95,269,128,50435,667,127,48
1246,1499,1287,50436,5939,1570,337
793,1181,836,50438,4164,1140,214
23,62,44,50439,171,39,3
164,175,101,50440,601,147,14
1209,1412,988,50441,5420,1442,369
57,117,75,50444,394,140,5
87,180,113,50446,521,109,32
285,253,226,50447,1147,302,81
184,253,176,50448,778,124,41
195,132,153,50449,708,207,21
609,688,577,50450,2671,583,214
109,143,91,50451,475,110,22
248,179,118,50452,795,210,40
112,64,174,50453,511,117,44
0,31,26,50454,66,0,9
145,159,77,50455,654,246,27
318,555,313,50456,1805,494,125
97,116,81,50457,361,52,15
503,555,452,50458,2139,517,112
616,732,652,50459,2838,645,193
42,140,49,50460,420,182,7
1103,1461,1280,50461,5660,1397,419
152,177,98,50464,560,130,3
27,47,48,50465,171,27,22
386,395,307,50466,1629,438,103
30,28,19,50467,91,11,3
235,490,349,50468,1414,296,44
351,408,283,50469,1537,400,95
58,28,111,50470,270,62,11
109,127,216,50471,635,132,51
421,570,476,50472,2180,565,148
45,106,55,50473,403,194,3
317,369,478,50475,1604,319,121
160,206,134,50476,751,173,78
41,57,113,50477,261,18,32
168,178,182,50478,764,185,51
136,147,137,50479,569,124,25
169,251,178,50480,894,219,77
191,239,195,50482,843,186,32
175,197,136,50483,654,131,15
111,101,95,50484,401,82,12
7443,7032,5142,50501,28211,7197,1397
205,271,210,50510,1028,226,116
1534,1794,1582,50511,7242,1641,691
222,409,439,50514,1463,271,122
58,67,56,50515,234,49,4
144,154,168,50516,653,167,20
204,205,192,50517,982,278,103
114,116,66,50518,443,137,10
131,228,131,50519,735,227,18
15,26,26,50520,80,10,3
45,97,18,50521,253,77,16
167,208,172,50522,840,246,47
175,146,103,50523,651,205,22
139,161,115,50524,610,176,19
723,775,757,50525,3414,866,293
68,113,35,50527,287,68,3
93,62,111,50528,339,56,17
157,233,146,50529,751,174,41
244,228,255,50530,1181,312,142
41,94,51,50531,235,27,22
185,233,233,50532,893,230,12
870,1071,661,50533,3864,948,314
236,287,159,50535,1017,303,32
1066,1140,721,50536,4526,1152,447
130,120,118,50538,496,105,23
141,151,101,50539,608,189,26
152,222,210,50540,882,229,69
200,200,138,50541,780,211,31
153,247,189,50542,830,183,58
251,434,288,50543,1426,343,110
85,115,109,50544,419,104,6
38,64,23,50545,236,89,22
55,82,75,50546,296,75,9
1237,1249,1201,50548,5597,1421,489
42,8,45,50551,120,25,0
375,478,349,50554,1675,379,94
22,114,90,50556,300,63,11
108,198,179,50557,731,155,91
175,242,105,50558,719,173,24
45,67,91,50559,302,87,12
113,135,147,50560,528,106,27
69,123,95,50561,381,87,7
63,108,103,50562,382,72,36
619,579,500,50563,2607,685,224
83,140,98,50565,430,100,9
77,115,96,50566,444,134,22
28,84,62,50567,289,99,16
371,430,250,50568,1580,415,114
149,176,215,50569,656,92,24
29,74,39,50570,210,53,15
82,99,108,50571,393,78,26
6,15,15,50573,39,3,0
387,477,529,50574,2015,418,204
282,217,295,50575,1183,319,70
73,119,60,50576,357,84,21
81,163,83,50577,430,94,9
157,169,128,50578,626,151,21
592,823,591,50579,2596,410,180
224,235,204,50581,945,231,51
73,82,40,50582,283,83,5
571,751,593,50583,2877,668,294
228,342,213,50585,1254,361,110
57,85,70,50586,289,73,4
3714,2807,1742,50588,12747,3882,602
202,209,197,50590,886,211,67
68,127,79,50591,421,138,9
14,11,11,50593,67,28,3
47,54,68,50594,204,20,15
1900,2533,1795,50595,9134,2199,707
232,338,246,50597,1208,286,106
235,184,170,50598,796,162,45
63,159,102,50599,397,60,13
565,621,525,50601,2497,592,194
395,370,363,50602,1724,472,124
181,131,105,50603,680,230,33
345,520,421,50604,1746,319,141
52,84,76,50605,271,52,7
156,229,201,50606,778,137,55
47,143,89,50607,513,206,28
81,147,83,50609,458,139,8
89,108,74,50611,395,98,26
56,115,136,50612,328,21,0
16678,7869,6421,50613,44164,11486,1710
2170,2596,2279,50616,10456,2789,622
520,618,504,50619,2391,584,165
9,22,1,50620,50,18,0
272,316,406,50621,1531,380,157
821,962,534,50622,3492,918,257
317,510,297,50624,1767,576,67
155,249,222,50625,1008,294,88
423,512,367,50626,1865,498,65
580,914,743,50627,3272,822,213
274,271,250,50628,1219,322,102
546,655,418,50629,2242,569,54
344,567,406,50630,2026,586,123
154,280,292,50632,965,209,30
18,117,160,50633,356,50,11
203,169,232,50634,716,70,42
416,360,314,50635,1739,540,109
310,393,446,50636,1647,326,172
668,833,798,50638,3422,853,270
396,462,210,50641,1775,655,52
152,139,59,50642,510,132,28
540,878,517,50643,2610,577,98
1987,2182,1743,50644,8898,2435,551
153,334,268,50645,993,215,23
394,520,345,50647,1777,445,73
1195,1148,684,50648,4586,1485,74
196,232,137,50650,820,231,24
650,1058,696,50651,3589,979,206
15,23,19,50652,72,12,3
169,130,154,50653,630,155,22
97,147,125,50654,454,74,11
169,181,126,50655,695,186,33
475,649,465,50658,2377,641,147
1176,1391,1106,50659,5310,1295,342
256,325,290,50660,1323,410,42
1397,1619,1567,50662,6859,1784,492
35,0,13,50664,67,19,0
549,839,593,50665,2976,849,146
346,290,207,50666,1177,320,14
173,196,147,50667,770,219,35
251,324,250,50668,1228,336,67
517,693,552,50669,2398,481,155
468,547,472,50670,2085,510,88
56,33,27,50671,182,55,11
121,153,173,50672,575,109,19
42,51,31,50673,163,34,5
691,861,887,50674,3507,826,242
451,605,523,50675,2328,572,177
411,518,415,50676,2104,605,155
3279,2574,2543,50677,12156,3235,525
316,362,284,50680,1258,250,46
74,176,115,50681,439,58,16
446,454,311,50682,1772,485,76
8717,7105,6236,50701,30829,7565,1206
5647,4726,3228,50702,19568,4917,1050
5369,4832,3099,50703,19132,5124,708
2316,2184,1744,50707,8675,2216,215
2434,2104,1932,50801,9551,2511,570
364,455,389,50830,1812,481,123
481,591,494,50833,2278,577,135
3,20,40,50835,83,15,5
46,89,70,50836,293,53,35
52,91,113,50837,346,63,27
1,7,23,50839,32,0,1
141,123,115,50840,570,146,45
590,726,584,50841,2675,547,228
13,35,27,50842,101,26,0
110,143,115,50843,526,141,17
167,218,183,50845,888,241,79
245,209,230,50846,993,233,76
14,20,26,50847,93,31,2
50,119,120,50848,375,72,14
469,626,565,50849,2430,543,227
393,491,384,50851,1929,529,132
166,200,143,50853,741,200,32
516,626,469,50854,2541,631,299
21,57,95,50857,219,39,7
156,207,180,50858,767,176,48
116,149,120,50859,583,170,28
44,47,49,50860,240,96,4
45,30,51,50861,212,59,27
53,70,20,50862,213,66,4
100,49,36,50863,300,91,24
460,567,409,50864,2017,471,110
395,589,442,51001,2284,599,259
665,752,532,51002,2921,796,176
468,511,260,51003,1761,446,76
191,323,178,51004,979,234,53
384,357,346,51005,1428,226,115
154,276,257,51006,1018,248,83
67,146,125,51007,553,182,33
27,29,26,51008,96,10,4
54,40,16,51009,164,46,8
82,51,130,51010,328,58,7
15,31,11,51011,74,12,5
1286,1608,1323,51012,6355,1521,617
70,113,130,51014,443,96,34
192,330,384,51016,1334,333,95
127,64,86,51018,376,70,29
157,279,193,51019,864,207,28
130,151,137,51020,613,157,38
156,267,117,51022,790,219,31
584,812,528,51023,3050,894,232
340,563,363,51024,1774,403,105
340,523,431,51025,1987,538,155
159,221,132,51026,788,206,70
268,278,255,51027,1171,314,56
438,559,393,51028,2186,663,133
46,79,104,51029,302,61,12
440,483,297,51030,1681,395,66
3065,2725,2417,51031,12173,3385,581
36,78,58,51033,254,43,39
267,501,479,51034,1783,358,178
258,315,404,51035,1315,190,148
157,221,108,51036,879,384,9
95,118,60,51037,481,177,31
330,616,238,51038,1658,347,127
531,594,557,51039,2556,772,102
758,1007,748,51040,3506,748,245
2084,1735,997,51041,7414,2260,338
17,45,100,51044,227,47,18
263,470,401,51046,1657,378,145
96,207,206,51047,703,136,58
158,122,118,51048,609,167,44
93,87,129,51049,463,128,26
503,693,477,51050,2643,789,181
17,29,29,51051,112,36,1
153,334,128,51052,828,179,34
185,262,217,51053,947,219,64
1014,1674,684,51054,5542,2065,105
350,398,418,51055,1665,443,56
58,61,89,51056,321,52,61
167,226,208,51058,911,237,73
112,166,124,51060,581,134,45
143,232,78,51061,697,229,15
75,227,47,51062,523,168,6
327,222,234,51063,1198,317,98
385,246,83,51101,868,123,31
4603,4421,2506,51103,17547,5515,502
6250,4936,3658,51104,22549,6820,885
2722,2607,1107,51105,9652,3033,183
7816,5935,4649,51106,26893,7368,1125
1116,1456,1306,51108,5700,1687,135
663,977,548,51109,3027,690,149
19,37,16,51111,147,75,0
1448,1562,1027,51201,5948,1485,426
68,64,56,51230,260,67,5
78,107,46,51231,382,138,13
159,141,195,51232,666,146,25
324,347,213,51234,1239,334,21
313,469,143,51235,1355,383,47
302,468,333,51237,1659,401,155
332,164,222,51238,1037,283,36
883,627,553,51239,3162,1010,89
672,436,222,51240,2337,874,133
333,448,325,51241,1716,531,79
60,43,43,51242,241,83,12
220,233,157,51243,891,229,52
4,27,20,51244,70,15,4
232,323,286,51245,1240,326,73
712,739,720,51246,3316,981,164
1470,1154,519,51247,5182,1718,321
331,480,358,51248,1878,475,234
598,918,686,51249,3269,766,301
2279,1384,1394,51250,8532,2997,478
2862,3006,2645,51301,12497,3211,773
319,230,332,51331,1090,132,77
112,138,124,51333,489,103,12
1455,1839,1299,51334,7000,1995,412
239,258,201,51338,1024,276,50
1,15,11,51341,34,3,4
238,276,292,51342,1219,376,37
150,53,44,51343,327,53,27
86,194,58,51345,454,113,3
401,685,432,51346,2310,586,206
322,323,294,51347,1432,364,129
184,135,83,51350,729,297,30
977,1069,981,51351,4562,1234,301
163,292,117,51354,928,237,119
213,210,298,51355,931,128,82
141,188,110,51357,627,175,13
221,266,280,51358,1125,277,81
1610,2150,2404,51360,8133,1426,543
47,47,22,51363,198,74,8
189,183,122,51364,743,188,61
54,76,94,51365,391,156,11
76,73,85,51366,377,75,68
2563,3167,2180,51401,11971,3057,1004
181,211,166,51430,843,235,50
102,90,104,51431,439,108,35
83,140,107,51433,450,100,20
198,205,117,51436,756,218,18
246,286,206,51439,1109,324,47
81,83,78,51440,353,102,9
75,46,163,51441,393,90,19
2874,2164,1363,51442,9922,3006,515
393,517,294,51443,1802,555,43
71,61,36,51444,274,98,8
521,751,630,51445,2788,671,215
96,173,109,51446,586,184,24
25,63,117,51447,230,25,0
99,104,111,51448,462,128,20
381,503,573,51449,2155,507,191
176,460,373,51450,1436,217,210
14,38,42,51451,124,26,4
162,148,141,51453,651,172,28
348,380,284,51454,1541,455,74
498,708,460,51455,2419,609,144
327,344,317,51458,1503,412,103
12,20,12,51459,66,20,2
233,281,216,51461,1064,278,56
258,212,236,51462,1044,269,69
110,120,109,51463,500,141,20
163,233,147,51465,812,223,46
166,279,204,51466,1050,320,81
129,178,128,51467,640,155,50
10396,8994,5302,51501,35110,9193,1225
7552,9955,7669,51503,37194,9884,2134
883,1095,621,51510,3781,1050,132
28,92,37,51520,196,34,5
469,538,333,51521,1956,528,88
61,83,113,51523,375,98,20
229,335,245,51525,1147,280,58
258,462,400,51526,1532,388,24
51,167,124,51527,506,135,29
140,192,253,51528,746,143,18
399,457,336,51529,1721,420,109
192,149,211,51530,786,177,57
102,185,169,51531,694,119,119
184,173,88,51532,716,235,36
152,298,217,51533,886,169,50
2056,2709,1636,51534,9218,2510,307
380,562,333,51535,2087,702,110
35,155,116,51536,400,51,43
1210,1715,1294,51537,6389,1560,610
65,115,85,51540,375,94,16
62,92,87,51541,332,75,16
195,327,254,51542,1087,303,8
63,168,140,51543,531,128,32
137,244,156,51544,695,133,25
41,84,102,51545,315,80,8
621,824,530,51546,2854,773,106
47,146,67,51548,383,115,8
118,135,104,51549,482,113,12
25,55,33,51550,138,25,0
443,453,423,51551,1819,406,94
19,120,101,51552,294,51,3
158,275,238,51553,971,245,55
18,81,37,51554,178,32,10
880,1546,1106,51555,4880,1124,224
83,139,77,51556,428,126,3
96,210,266,51557,737,120,45
70,105,137,51558,372,37,23
397,425,317,51559,1744,517,88
608,566,405,51560,2315,651,85
250,356,407,51561,1502,409,80
113,144,48,51562,473,148,20
147,174,159,51563,658,131,47
75,108,123,51564,411,77,28
76,165,108,51565,527,133,45
1180,1745,1450,51566,6511,1669,467
304,276,212,51570,1057,219,46
116,148,117,51571,529,136,12
87,118,95,51572,508,166,42
169,362,246,51573,1088,243,68
320,380,282,51575,1447,382,83
386,713,319,51576,2129,689,22
202,265,313,51577,1087,232,75
10,29,11,51578,58,8,0
598,472,508,51579,2407,650,179
1277,1276,1549,51601,5766,1262,402
73,52,36,51630,237,63,13
55,76,74,51631,265,45,15
1788,1926,1303,51632,7051,1645,389
71,126,110,51636,437,88,42
50,37,65,51637,230,69,9
236,352,340,51638,1273,267,78
125,275,170,51639,711,99,42
271,420,336,51640,1512,392,93
61,58,62,51645,285,90,14
122,219,187,51646,714,151,35
8,19,42,51647,92,13,10
22,50,82,51648,198,24,20
35,101,48,51649,274,76,14
101,84,64,51650,352,85,18
320,450,350,51652,1626,390,116
350,398,303,51653,1553,397,105
93,150,117,51654,507,139,8
13,9,24,51656,60,12,2
12310,10441,7248,52001,43525,11211,2315
3980,4155,2994,52002,16452,4537,786
2853,3618,2949,52003,13497,3378,699
147,96,52,52030,463,151,17
1012,1479,1060,52031,5244,1297,396
311,414,316,52032,1405,348,16
645,768,617,52033,3077,793,254
300,261,280,52035,1121,239,41
201,317,262,52037,1090,254,56
154,151,93,52038,562,154,10
261,307,221,52039,1073,272,12
1209,1542,949,52040,5606,1534,372
413,547,312,52041,1890,578,40
281,365,262,52042,1526,462,156
347,649,613,52043,2204,412,183
55,21,6,52044,119,37,0
538,678,415,52045,2420,735,54
623,682,329,52046,2410,716,60
85,177,173,52047,645,179,31
70,143,89,52048,484,171,11
336,360,347,52049,1496,333,120
109,154,129,52050,635,230,13
622,702,773,52052,2880,508,275
151,329,265,52053,1046,276,25
150,336,175,52054,920,220,39
1416,2083,1508,52057,7694,1984,703
1812,2170,1799,52060,8467,2167,519
197,305,127,52064,936,261,46
189,297,240,52065,1050,251,73
8,24,30,52066,72,5,5
862,1292,820,52068,4454,1436,44
388,390,291,52069,1568,407,92
121,183,258,52070,769,129,78
105,73,12,52072,306,116,0
166,498,311,52073,1343,355,13
55,106,77,52074,359,99,22
483,627,496,52076,2428,619,203
36,109,108,52077,354,97,4
172,179,196,52078,677,113,17
226,241,228,52079,994,258,41
3639,3193,2426,52101,13467,3308,901
554,532,298,52132,1897,418,95
75,249,153,52133,642,148,17
118,86,84,52134,376,79,9
97,223,196,52135,707,134,57
1227,1601,1136,52136,5886,1552,370
135,189,163,52140,603,94,22
303,312,397,52141,1555,472,71
528,394,280,52142,1668,358,108
270,352,342,52144,1393,379,50
93,240,458,52146,927,67,69
185,400,214,52147,1205,369,37
249,536,493,52151,1744,332,134
155,280,162,52154,862,191,74
207,324,340,52155,1232,299,62
140,229,104,52156,644,146,25
408,442,500,52157,1814,392,72
45,59,76,52158,234,38,16
510,603,429,52159,2253,480,231
212,334,185,52160,1028,261,36
297,361,428,52161,1589,374,129
778,792,475,52162,3529,1273,211
72,53,59,52163,260,42,34
35,72,76,52164,265,70,12
106,246,203,52165,693,133,5
17,42,23,52166,115,19,14
59,77,42,52168,266,77,11
62,97,97,52169,368,86,26
93,128,139,52170,470,108,2
239,240,188,52171,886,189,30
1236,1494,1204,52172,5901,1497,470
845,972,668,52175,3604,874,245
258,373,395,52201,1484,428,30
138,339,174,52202,986,279,56
386,649,400,52203,1957,423,99
2071,2776,1604,52205,8902,1870,581
664,617,343,52206,2500,811,65
74,161,62,52207,417,114,6
637,951,571,52208,3133,790,184
371,229,124,52209,1213,420,69
175,212,81,52210,692,210,14
559,631,538,52211,2371,521,122
5,61,62,52212,160,21,11
958,1175,694,52213,4074,1124,123
855,1097,729,52214,3842,1085,76
76,274,107,52215,692,232,3
257,369,309,52216,1378,342,101
138,90,118,52217,546,129,71
362,545,255,52218,1667,415,90
32,63,28,52219,171,33,15
49,119,68,52220,293,52,5
27,126,33,52221,240,54,0
57,185,168,52222,507,68,29
292,336,270,52223,1318,345,75
348,554,390,52224,1919,458,169
55,71,111,52225,315,46,32
706,1028,498,52227,3174,926,16
693,918,509,52228,3324,1073,131
207,205,143,52229,839,275,9
41,37,70,52231,189,31,10
75,18,42,52232,202,56,11
2195,1649,1130,52233,7131,1961,196
171,149,138,52235,656,114,84
228,174,95,52236,809,281,31
317,517,211,52237,1478,381,52
14929,6738,4432,52240,34288,7179,1010
7592,4814,2503,52241,20282,5053,320
145,9,27,52242,1654,1473,0
8812,4355,3243,52245,24694,7664,620
10749,4138,2154,52246,22901,5057,803
1478,1320,967,52247,5863,1671,427
445,475,294,52248,1939,645,80
163,292,211,52249,1005,225,114
124,209,95,52251,609,158,23
716,840,742,52253,3258,909,51
134,228,246,52254,818,158,52
313,381,231,52255,1427,406,96
29,136,77,52257,279,36,1
753,994,740,52301,3629,973,169
10323,10598,7046,52302,39751,10271,1513
147,197,44,52305,542,139,15
481,372,334,52306,1733,444,102
73,22,5,52307,161,56,5
52,53,34,52308,165,18,8
81,110,86,52309,383,66,40
1383,1615,1400,52310,6509,1696,415
20,33,16,52312,93,20,4
55,97,121,52313,353,52,28
1603,1192,717,52314,6075,2409,154
255,371,209,52315,1255,340,80
345,530,290,52316,1808,525,118
8048,3886,1697,52317,19250,5346,273
122,323,133,52318,839,229,32
287,262,249,52320,1156,310,48
110,133,86,52321,435,87,19
762,785,505,52322,2777,631,94
232,215,230,52323,909,198,34
463,593,267,52324,1860,523,14
165,344,178,52325,902,201,14
112,139,101,52326,488,117,19
688,896,500,52327,3077,859,134
375,1129,458,52328,2801,748,91
192,274,193,52329,901,214,28
99,193,243,52330,767,163,69
375,647,474,52332,2072,525,51
1275,2148,1287,52333,6604,1653,241
40,58,36,52334,160,26,0
116,199,169,52335,644,131,29
387,825,421,52336,2367,594,140
150,168,114,52337,618,153,33
652,1264,565,52338,3588,1074,33
959,1209,647,52339,4400,1445,140
918,711,313,52340,2877,843,92
198,143,460,52341,967,123,43
689,836,704,52342,3251,845,177
453,431,173,52345,1480,396,27
339,260,145,52346,1212,432,36
315,436,295,52347,1452,343,63
12,17,17,52348,66,16,4
1483,2163,1562,52349,7451,1725,518
283,474,172,52351,1377,427,21
318,519,317,52352,1747,447,146
1918,2414,1910,52353,9284,2437,605
43,143,94,52354,336,43,13
77,115,24,52355,299,71,12
580,687,450,52356,2636,750,169
706,1207,774,52358,3519,708,124
11,87,40,52359,213,67,8
1083,960,929,52361,4440,1174,294
147,228,211,52362,902,271,45
892,503,286,52401,2146,393,72
13214,9694,6464,52402,42068,10958,1738
5357,6214,4546,52403,22538,5193,1228
11858,9190,5687,52404,38796,10606,1455
7516,6135,4375,52405,25074,5851,1197
1113,2677,1491,52411,7646,2139,226
7738,7473,5268,52501,29662,7597,1586
200,243,257,52530,1017,223,94
1205,1671,1100,52531,5984,1681,327
398,548,267,52533,1651,420,18
58,76,81,52534,288,59,14
191,375,193,52535,1081,302,20
206,325,223,52536,1058,230,74
1547,1688,1408,52537,7281,2306,332
341,371,262,52540,1200,202,24
87,115,93,52542,445,137,13
86,129,4,52543,373,151,3
1509,1856,1698,52544,7235,1715,457
23,31,17,52548,101,28,2
225,207,138,52549,846,244,32
128,90,70,52550,402,87,27
115,191,58,52551,444,48,32
214,150,174,52552,862,267,57
371,644,378,52553,2063,562,108
314,400,266,52554,1293,246,67
27,159,97,52555,362,71,8
4039,2577,3610,52556,13496,2687,583
53,17,0,52557,70,0,0
49,194,62,52560,457,126,26
251,232,140,52561,929,290,16
324,345,385,52563,1460,356,50
311,463,488,52565,1833,395,176
43,65,31,52566,177,35,3
120,159,265,52567,749,146,59
106,175,209,52569,618,96,32
190,245,141,52570,974,339,59
350,364,392,52571,1594,390,98
291,228,216,52572,1182,338,109
37,13,72,52573,172,50,0
156,232,199,52574,817,196,34
73,153,178,52576,511,74,33
3820,3606,2861,52577,15335,4025,1023
142,150,103,52580,559,146,18
26,67,127,52581,277,31,26
35,65,91,52583,244,33,20
121,71,93,52584,425,131,9
182,321,242,52585,1007,232,30
63,125,134,52586,369,26,21
0,0,0,52588,0,0,0
227,224,207,52590,1170,421,91
727,703,719,52591,3204,778,277
27,68,24,52593,156,23,14
33,91,63,52594,298,74,37
119,88,33,52595,441,187,14
6473,7891,5977,52601,29175,7069,1765
183,134,150,52619,610,134,9
152,210,205,52620,891,284,40
132,243,132,52621,618,83,28
471,385,467,52623,2103,688,92
100,45,17,52624,252,67,23
645,678,595,52625,2658,571,169
245,314,350,52626,1340,365,66
3011,3627,2587,52627,12810,2910,675
95,135,95,52630,428,87,16
2929,3165,2771,52632,12800,3443,492
146,213,237,52635,766,155,15
546,584,478,52637,2541,774,159
147,138,114,52638,581,152,30
506,647,393,52639,2056,421,89
347,394,283,52640,1536,418,94
3314,3095,2237,52641,12008,2815,547
96,100,82,52644,368,71,19
616,1013,700,52645,3245,784,132
79,88,68,52646,350,103,12
51,32,27,52647,168,49,9
164,277,179,52649,935,260,55
90,181,180,52650,645,174,20
205,220,140,52651,771,186,20
651,1006,679,52653,3312,818,158
419,424,309,52654,1765,531,82
961,1115,951,52655,4447,1187,233
417,786,557,52656,2374,491,123
28,19,9,52657,66,10,0
138,254,286,52658,776,79,19
273,408,289,52659,1443,387,86
12,19,75,52660,150,18,26
22,31,8,52701,93,30,2
207,205,228,52720,867,217,10
173,202,177,52721,763,190,21
7958,10406,7058,52722,36626,9837,1367
878,1541,1168,52726,5090,1376,127
45,130,73,52727,353,87,18
301,344,175,52728,1075,217,38
157,255,156,52729,830,206,56
919,1496,1024,52730,4868,1226,203
132,218,179,52731,730,156,45
6460,7140,5648,52732,27227,6449,1530
112,151,67,52737,472,121,21
962,1074,531,52738,3775,1005,203
172,168,153,52739,690,192,5
1774,2108,1372,52742,7822,2264,304
99,132,156,52745,469,61,21
158,357,215,52746,944,190,24
421,546,367,52747,1951,521,96
2567,2591,1532,52748,10218,3204,324
321,277,184,52749,1221,431,8
91,189,122,52750,545,134,9
208,276,172,52751,995,288,51
113,106,142,52752,485,105,19
1000,1740,1102,52753,5511,1568,101
234,426,357,52754,1384,323,44
550,497,366,52755,2074,532,129
385,767,419,52756,2162,534,57
53,63,33,52757,219,63,7
50,53,40,52758,215,68,4
80,71,125,52760,403,104,23
7669,7410,5540,52761,30401,8384,1398
74,120,101,52765,394,81,18
171,300,227,52766,865,143,24
0,95,75,52767,246,41,35
298,489,319,52768,1558,404,48
151,193,166,52769,681,160,11
1230,1230,978,52772,4979,1196,345
518,587,530,52773,2289,543,111
31,29,29,52774,114,25,0
1300,1225,698,52776,4807,1422,162
238,312,279,52777,1351,453,69
1038,1217,866,52778,4479,1238,120
566,213,174,52801,1037,51,33
2678,3231,1419,52802,10574,2967,279
7565,5223,3108,52803,22882,6297,689
7502,7110,4771,52804,27373,6770,1220
7560,6355,4993,52806,28018,7733,1377
4156,3602,2811,52807,14824,3427,828
440,595,426,53001,1954,430,63
585,787,282,53002,2384,700,30
38,64,25,53003,158,31,0
800,994,415,53004,3256,922,125
3725,5827,4249,53005,19898,4978,1119
365,612,252,53006,1723,441,53
553,481,358,53007,1847,334,121
1432,2365,1584,53010,7511,1814,316
423,843,495,53011,2341,540,40
3457,6424,3373,53012,18639,4472,913
726,856,699,53013,3342,892,169
1682,2420,1526,53014,8000,1864,508
562,730,579,53015,2598,670,57
113,109,76,53016,377,66,13
885,2074,1146,53017,5621,1334,182
1322,2526,1930,53018,7983,1978,227
323,623,414,53019,1874,436,78
580,1325,975,53020,3720,708,132
1145,1594,914,53021,5018,1261,104
4107,6034,3182,53022,19216,4930,963
1050,721,246,53023,2488,415,56
3870,4901,3089,53024,16812,4111,841
4933,6791,4025,53027,22578,5902,927
3784,6600,3875,53029,20927,5960,708
0,0,0,53031,0,0,0
1224,1363,863,53032,4843,1241,152
870,1925,1192,53033,5101,954,160
336,544,345,53034,1697,431,41
602,796,387,53035,2415,581,49
1012,801,421,53036,3078,798,46
2313,2665,1521,53037,9529,2493,537
1043,1345,570,53038,4282,1212,112
888,1467,837,53039,4595,1060,343
1798,2259,1635,53040,8005,2073,240
1482,1962,1389,53042,6806,1678,295
354,717,574,53044,2381,670,66
3537,6296,4902,53045,21292,4989,1568
211,403,240,53046,1132,242,36
10,16,4,53047,41,9,2
918,853,501,53048,3177,745,160
747,816,529,53049,2952,794,66
1532,1960,1458,53050,6808,1569,289
8210,10094,6852,53051,36431,8691,2584
381,432,319,53057,1621,321,168
819,1160,639,53058,3519,742,159
350,696,393,53059,1863,371,53
1109,1344,1173,53061,5212,1274,312
326,489,376,53063,1664,419,54
522,759,425,53065,2299,531,62
6894,10724,6267,53066,34677,9407,1385
100,268,229,53069,731,134,0
947,1400,948,53070,5040,1504,241
5545,7614,5014,53072,25102,5865,1064
2968,4218,3094,53073,14567,3473,814
3465,3516,2400,53074,13014,3065,568
558,1129,592,53075,3111,733,99
601,1344,497,53076,3543,989,112
357,613,337,53078,1701,337,57
326,411,281,53079,1420,302,100
1575,1634,947,53080,5831,1522,153
11703,10568,7054,53081,42496,10942,2229
4429,6123,3778,53083,20344,5393,621
2183,3287,2511,53085,11301,2640,680
1852,2510,1396,53086,8391,2373,260
153,97,57,53088,434,104,23
4315,5849,3348,53089,19341,5238,591
5584,6258,3921,53090,21972,5415,794
372,679,382,53091,1829,368,28
3134,5882,5497,53092,21212,5185,1514
406,680,380,53093,2022,526,30
5058,5024,3101,53094,19139,5248,708
5849,7769,5369,53095,27201,6238,1976
1018,1780,1154,53097,5757,1580,225
2686,3301,2240,53098,11690,2647,816
737,1197,1020,53103,3772,663,155
1037,1698,1157,53104,5186,1041,253
6186,8800,5828,53105,29215,7339,1062
604,1103,752,53108,3257,592,206
4473,5360,3516,53110,18683,4206,1128
731,902,394,53114,2948,878,43
3835,4358,2878,53115,16180,4194,915
1332,2214,1810,53118,7367,1589,422
1185,1905,1015,53119,5643,1443,95
2093,2949,1915,53120,9530,2195,378
4756,5233,3245,53121,18597,4643,720
788,1729,1443,53122,6127,1601,566
207,526,701,53125,1837,297,106
1338,2640,1274,53126,7314,1890,172
1934,2864,1334,53128,8973,2720,121
3125,3417,3121,53129,14248,3415,1170
1765,2322,1501,53130,7754,1719,447
8458,10661,7026,53132,35795,8418,1232
288,604,329,53137,1637,381,35
651,889,495,53139,2699,613,51
8409,7098,4570,53140,29355,8070,1208
7795,9226,5159,53142,31700,8463,1057
7348,5777,3436,53143,24311,6860,890
7515,7149,3785,53144,27268,7930,889
1543,2481,1833,53146,7930,1717,356
3693,4901,3474,53147,16797,3964,765
3690,6364,3968,53149,19627,5201,404
4792,8258,4388,53150,25294,6580,1276
6669,9606,7099,53151,31719,6515,1830
426,838,568,53153,2411,550,29
9924,10238,5431,53154,35588,8867,1128
699,851,598,53156,2979,732,99
3719,5861,2853,53158,16936,4078,425
254,174,22,53167,781,331,0
1848,3036,1466,53168,8521,1954,217
630,799,260,53170,2529,776,64
5389,6035,3453,53172,21185,5032,1276
